student id,student name,accounting,management,entrpreneurship development,english,constitutional studies,interests,attendence,borrowed book 1,borrowed book 2
345,Carter Robertson,51.13,59.14,63.4,45.94,44.3,Mathematics,50.9,An Introduction to Accountancy,Strategic Credit Management in Banks
346,Elle Wallace,69.72,50.97,58.02,69.97,51.05,American Literature,58.0,: Management Accounting,"Strategies for Achieving Sustained High Economic Growth :
The Case of Indian States"
347,Jolene Ventura,77.75,72.3,82.82,79.63,68.62,Grammar,73.0,"Basic Marketing Concepts, Decisions and Strategy","The Community of Advantage : A Behavioural Economist's
Defence of the Market"
348,Meredith Watt,61.12,66.2,60.7,54.57,53.56,Design and technology,50.0,Fundamentals of Marketing,The Final Frontier: E&P's Low-Cost Operating Model
349,Michael Newton,20.54,38.29,33.08,18.0,23.83,Language Arts,25.0,Fundamentals of Statistics,"The Greening of US Free Trade Agreements : From NAFTA
to the Present Day"
350,Ivy Dubois,65.62,71.78,88.33,76.45,52.14,Mathematics,100.0,Business Law,The Indian Economy : A Macroeconomic Perspective
351,George Armstrong,47.69,37.42,54.42,44.3,37.51,English IV,44.6,Cost Accounting,"The Other Half of Macroeconomics and the Fate of
Globalization"
352,Maxwell Jarrett,84.44,85.7,84.73,78.78,77.97,Science,78.8,Management Accounting.,"The Paradox of India’s North–South Divide : Lessons from
the States and Regions"
353,Andrea Griffiths,74.81,98.0,82.67,81.83,85.39,Accounting,93.3,Methodology and Techniques of Social Research,"Job Creation and Poverty Reduction in India : Towards
Rapid and Sustained Growth"
354,Kurt Funnell,65.28,61.73,70.96,73.02,78.11,Accounting,73.5,Research Methodology,"Jumpstarting South Asia : Revisiting Economic Reforms and
Look East Policies"
355,Isabella Funnell,74.16,58.27,84.08,72.88,67.89,Leadership,81.2,"Corporate Governance, Business Ethics, and CSR,",Land Policies for Equity and Growth : Transforming the
356,Julian Terry,97.98,82.38,89.44,92.49,65.37,French,54.7,Business Economics,Agrarian Structure in Uttar Pradesh
357,Benny Simpson,44.49,39.04,31.5,42.65,26.44,Speech,48.5,,Land Reforms in India : Computerisation of Land Records
358,Parker Thorpe,54.42,73.8,73.89,64.29,61.22,Earth Science,85.6,LIST OF BOOKS FOR DEPARTMENT OF COMMERCE- Reference,"Lectures in Macroeconomics : A Capitalist Economy
Without Unemployment"
359,Sloane Lewin,52.27,61.24,75.94,64.94,45.51,Modern Literature,71.7,NAME OF BOOK,"Macroeconomic Policies for Emerging and Developing
Economies"
360,Kurt Casey,38.69,68.26,59.64,51.55,48.23,Spanish,43.4,"Management: Tasks, Responsibilities and Practices",Macroeconomics
361,Josh Benfield,76.35,88.15,97.14,88.07,89.02,Health,96.5,Advanced Accounts,Macroeconomics : Theories & Policies
362,Marilyn Broomfield,51.41,65.72,43.82,38.1,54.43,Design and technology,29.2,Fundamental of Financial Accounting,"Macroeconomics Simplified : Understanding Keynesian and
Neoclassical Macroeconomic Systems"
363,Matt Long,45.2,56.87,56.38,54.22,44.23,LOGIC,47.4,Risk Management in Finance,"Macroeconomics, Global Edition"
364,Boris Milner,65.14,58.76,87.85,49.15,63.51,Physical Education,61.9,India Accounting Standards,Macroeconomics: Pearson New International Edition
365,Grace Vallory,62.69,62.62,88.73,71.87,69.73,Science,72.0,Illustrated Guide to India Accounting Standards,"Making Growth Happen in India : A Road Map for Policy
Success"
366,Wade King,43.6,58.2,53.47,60.59,55.08,English IV,60.5,Company Law and Secretarial Practice.,Managerial Economics
367,Chuck Roberts,48.39,62.02,53.45,63.41,33.6,Ecology,56.5,Guide to Company Law Procedures.,Managerial Economics
368,Harvey Chester,67.5,71.18,80.5,71.12,57.63,Sociology,49.2,Management Information Systems,Managerial Economics
369,Piper Devonport,47.99,37.91,35.12,39.83,42.35,Music,51.2,Management Information Systems: Managerial Perspectives,Managerial Economics
370,Rick Bowen,41.45,47.77,50.14,53.0,48.54,Speech,38.4,Currency Banking & Exchange,"Micro-Credit, Poverty and Empowerment : Linking the
Triad"
371,Anthony Murray,40.24,46.76,48.4,51.16,44.43,Physical Education,53.9,Professional Business Skills 2nd Edition,Microeconomics: An Advanced Treatise
372,Winnie Hamilton,63.91,48.85,57.39,48.47,50.23,Ancient Civilizations,74.6,Financial Management in Hotels and Restaurant Industry,Modern Banking
373,Sydney Lambert,58.97,61.67,58.78,62.18,51.78,Music,81.3,Principles of Accounting &Advanced Accounting,Money and Banking
374,Joyce Nicolas,77.98,92.64,91.16,78.58,86.91,Spanish,83.0,Professional Communication Skills,Muslims in Indian Labour Market
375,Elle Carter,72.51,60.66,70.56,78.05,68.68,History,60.3,Marketing Management” (Latest Edition)-,Panel Data Econometrics with R
376,Daniel Pitt,57.72,50.16,64.59,55.14,66.73,Handwriting,85.7,"Marketing Management-Concepts and Cases”,",The Politics of Poverty : Planning India's Development
377,Payton Richardson,48.5,66.08,68.62,57.46,55.51,Modern Literature,50.8,Human Resource Management,"The Politics of Water Resource Development in India : The
Case of Narmada"
378,Alexander Porter,61.08,61.99,78.91,80.54,70.3,Health,83.2,"Essentials of Financial Accounting,",The Roots of Ill-Governance and Corruption
379,Martha Strong,53.88,57.59,64.18,83.66,68.1,Resource Program,87.2,Advertising and Promotion Management,"The Welfare State in Europe : Economic and Social
Perspectives"
380,Cherish James,77.83,58.47,74.54,73.48,58.24,Dramatics,60.5,Introduction to Computers,"Trade in Services and Trade Agreements : Perspectives
from India and the European Union"
381,Kaylee Ellwood,75.75,92.49,75.99,83.57,61.89,Leadership,91.1,"Introduction To Information Technology,","Trade in Services in South Asia : Opportunities and Risks of
Liberalization"
382,Owen Jordan,33.96,48.18,59.38,55.23,51.8,Sociology,37.2,Web Commerce Technology Hand Book,"Transitional Puzzles : Reflections on Social, Economic and
Political Issues"
383,Benny Purvis,27.8,32.69,26.25,20.29,30.77,Handwriting,21.8,IFRS (Red Book).,"Understanding Women’s Land Rights : Gender
Discrimination in Ownership"
384,Alexander Barclay,50.48,72.41,52.91,55.31,54.76,Design and technology,60.0,Brand Management,"Unfreedom and Waged Work : Labour in India's
Manufacturing Industry"
385,Carl Lloyd,56.31,59.16,61.79,67.79,45.45,Ecology,61.3,Training and Development Methods,Urban Women in Contemporary India : A Reader
386,Charlize Edmonds,53.99,76.9,60.08,67.1,74.24,Instrumental Music,71.8,Questionnaire Design,"Urbanisation in India : Challenges, Opportunities and the
Way Forward"
387,Lucas Plant,50.56,53.24,68.5,52.9,41.83,Economics,58.6,"Corporate Governance (Indian Edition),",Using Econometrics: Pearson New International Edition
388,Boris Noon,48.96,67.89,70.89,56.01,58.14,Modern Literature,58.0,Fundamentals of Computers,Vikas ka Arthshastra : Samaveshi Samvriddhi ki or
389,Fiona Burge,73.39,75.82,67.03,81.1,64.81,Ancient Civilizations,67.1,Information Technology,"Planning and Economics of Cities : Shaping Indias Form and
Future"
390,Judith Ulyatt,62.23,70.45,78.64,61.67,71.82,History,86.1,Managerial Economics,"Political Economy of Poverty Eradication in India and
Essays on Fiscal Reform"
391,Rose Summers,81.93,79.38,83.43,83.91,72.95,Instrumental Music,85.4,Quantitative Methods for Business,Principles and Systems of Banking
392,Cecilia Vince,27.41,19.76,34.56,23.52,18.0,Dramatics,39.9,Cost Accounting,Progressive Fiscal Policy in India
393,Ciara Sanchez,33.02,39.6,45.78,32.04,32.26,Ecology,42.7,,"Right to Work and Rural India : Working of the Mahatma
Gandhi National Rural Employment Guarantee Scheme
(MGNREGS)"
394,Sebastian Woods,88.7,87.95,93.09,84.26,88.68,Resource Program,77.0,LIST OF BOOKS FOR DEPARTMENT OF COMMERCE,Risk and Liquidity
395,Martin Weston,69.29,78.44,72.26,66.02,71.71,Spanish,60.1,NAME OF BOOK,"Schaum’s Outline of Introduction to Mathematical
Economics"
396,Maxwell Trent,71.8,72.25,88.49,74.12,75.19,Latin,57.0,Ethics and the Conduct of Business,Schaum's Easy Outline of Principles of Economics
397,Janelle Lambert,44.79,56.14,58.54,64.1,49.55,Sociology,56.8,Business management,Schaum's Easy Outlines: Mathematical Economics
398,Rosemary Quinton,46.93,66.06,73.85,50.18,45.81,Mathematics,59.9,Management,"Schaum's Outline of Mathematical Methods for Business
and Economics"
399,Jacob Rixon,63.79,64.01,74.51,73.48,72.35,Grammar,66.0,Principles and Practice of Management,Schaum's Outline of Microeconomics
400,Deborah Leslie,45.86,49.16,49.43,39.63,40.94,Ecology,33.7,Fundamentals of Corporate Accounting,Schaum's Outline of Statistics and Econometrics
401,Sienna Evans,49.32,41.11,53.05,26.22,32.8,LOGIC,48.7,Advanced Accounts,"Social Accounting Matrix for India : Concepts, Construction
and Applications"
402,Isla Vane,40.79,41.78,42.17,38.57,36.21,Latin,39.8,Financial Accounting,Social Economy of Development in India
403,Bernadette May,63.02,63.64,55.99,52.13,61.6,Earth Science,55.6,Advanced Accounting,Strategic Credit Management in Banks
404,Chester Veale,72.85,84.99,90.22,66.06,67.9,Dramatics,47.3,The Principles of Mercantile Law,"Strategies for Achieving Sustained High Economic Growth :
The Case of Indian States"
405,Dani Graves,86.93,79.54,72.61,87.05,98.0,Physical Education,80.1,Introduction to Accounting,"The Community of Advantage : A Behavioural Economist's
Defence of the Market"
406,Phillip Kelly,59.48,60.42,79.62,69.24,69.62,Dramatics,68.7,Cost Accounting,The Final Frontier: E&P's Low-Cost Operating Model
407,Lexi Rogan,56.79,69.72,69.92,79.45,58.68,Resource Program,76.6,Cost Accounting,"The Greening of US Free Trade Agreements : From NAFTA
to the Present Day"
408,Julius Nobbs,84.43,87.38,88.52,86.66,81.44,Design and technology,71.1,Principles of Company Law.,The Indian Economy : A Macroeconomic Perspective
409,Jaylene Blackburn,54.54,52.87,49.61,47.46,41.3,Economics,71.2,Working in Microsoft office,"The Other Half of Macroeconomics and the Fate of
Globalization"
410,Oliver Olivier,39.7,47.15,52.09,45.07,49.87,Ancient Civilizations,56.6,Personal Management and Human Resources,"The Paradox of India’s North–South Divide : Lessons from
the States and Regions"
411,Barry Hall,53.61,59.1,46.48,57.71,33.13,History,40.6,An Introduction to Accountancy,The Politics of Poverty : Planning India's Development
412,Mike Isaac,59.39,71.17,61.6,52.86,51.41,Handwriting,81.8,: Management Accounting,"The Politics of Water Resource Development in India : The
Case of Narmada"
413,Penelope Boyle,86.12,83.8,98.0,97.54,79.67,Basic Math,79.0,"Basic Marketing Concepts, Decisions and Strategy",The Roots of Ill-Governance and Corruption
414,Nate Russel,54.3,55.6,47.07,44.94,50.24,German,32.3,Fundamentals of Marketing,"The Welfare State in Europe : Economic and Social
Perspectives"
415,Kurt Weston,75.43,86.73,85.49,89.21,74.3,Spanish,77.4,Fundamentals of Statistics,"Trade in Services and Trade Agreements : Perspectives
from India and the European Union"
416,Bryon Simpson,48.72,50.6,65.92,54.56,53.99,Earth Science,47.6,Business Law,"Trade in Services in South Asia : Opportunities and Risks of
Liberalization"
417,Doris Harris,68.64,66.1,61.62,63.02,60.43,Handwriting,58.1,Cost Accounting,"Transitional Puzzles : Reflections on Social, Economic and
Political Issues"
418,Angelique John,64.29,65.43,68.4,69.63,73.94,Handwriting,69.9,Management Accounting.,"Understanding Women’s Land Rights : Gender
Discrimination in Ownership"
419,Ruby Williams,61.2,71.29,75.11,81.76,66.11,Ancient Civilizations,79.0,Methodology and Techniques of Social Research,"Unfreedom and Waged Work : Labour in India's
Manufacturing Industry"
420,Jack Pond,61.93,79.38,95.42,81.9,69.84,Grammar,73.0,Research Methodology,Urban Women in Contemporary India : A Reader
421,Doug Robertson,36.88,39.58,58.07,49.45,45.3,Health,81.2,"Corporate Governance, Business Ethics, and CSR,","Urbanisation in India : Challenges, Opportunities and the
Way Forward"
422,Carmen Ward,76.87,84.25,79.42,98.0,90.19,Earth Science,91.1,Business Economics,Using Econometrics: Pearson New International Edition
423,Wade Marshall,61.47,66.96,76.78,67.62,64.73,Leadership,100.0,"Management: Tasks, Responsibilities and Practices",Vikas ka Arthshastra : Samaveshi Samvriddhi ki or
424,Erica Groves,45.93,37.85,45.28,72.92,39.38,Art,46.9,"Management: Tasks, Responsibilities and Practices","Advanced Applications and Structures in
XML Processing: Label Streams, Semantics
Utilization and Data Query Technologies"
425,Joseph Miller,59.69,57.1,57.32,63.4,74.28,LOGIC,56.8,"A Concise Handbook of the Indian Economy in the 21st
Century","Advances in Machine Learning Applications
in Software Engineering"
426,Abdul Dobson,54.06,53.8,60.13,38.05,40.14,Ancient Civilizations,55.3,"A Population History of India : From the First Modern
People to the Present Day","Advances in UML and XML-Based Software
Evolution"
427,Oliver Bristow,69.52,60.1,65.92,64.61,70.21,Grammar,67.6,A Research on China’s Economic Growth Potential,An Introduction to Machine Learning
428,Chadwick Moss,32.55,41.41,51.23,40.03,34.69,Earth Science,55.4,Agriculture in Developing Countries : Technology Issues,"Artificial Intelligence Applications for
Improved Software Engineering
Development: New Prospects"
429,Julian Yarwood,56.96,79.92,78.44,66.52,64.91,Modern Literature,75.5,An Introduction to Econometric Theory,"Bayesian Network Technologies:
Applications and Graphical Models"
430,Barney Lloyd,98.0,98.0,98.0,98.0,93.21,Science,100.0,"Analysing Social Opposition to Reforms : The Electricity
Sector in India","Behavior Trees in Robotics and AI : An
Introduction"
431,Hank Stone ,82.3,85.12,82.89,71.89,62.84,Trigonometry,72.6,Analytical Political Economy,Big Data : A Tutorial-Based Approach
432,Bart Oswald,64.43,80.48,65.58,66.98,77.5,Language Arts,68.9,"Arthik Sudhar aur Samajik Apvarjan : Bhaarat Mein
Upekshit Samuhon Par Udareekaran Ka Prabhav","Cryptography Apocalypse - Preparing for
the Day When Quantum Computing Breaks
Today's Crypto Edition 1"
433,Sadie Savage,41.25,52.59,53.48,45.91,53.03,Geography,17.6,Ascent and Decline of Native and Colonial Trading,"Deep Learning in Natural Language
Processing"
434,Elijah Neville,60.65,45.44,74.01,58.63,71.13,Accounting,67.6,"Banking and Finance: Theory, Law & Practice","Diagnostic Test Approaches to Machine
Learning and Commonsense Reasoning
Systems"
435,Melody Fox,79.58,83.11,86.53,91.28,82.87,History,80.3,"Beyond Gandhian Economics : Towards a Creative
Deconstruction","Digital Image Watermarking : Theoretical
and Computational Advances"
436,Benjamin Middleton,62.87,66.32,71.3,59.2,55.4,Language Arts,63.6,"Beyond Relocation : The Imperative of Sustainable
Resettlement",E-Book Fortan For Scientist & Engineering
437,Barney Henderson,55.59,65.77,62.39,51.47,67.03,Dramatics,76.9,Bharat 2050 : Sthayi Samriddhi ki Yojana,"Emerging Research on Applied Fuzzy Sets
and Intuitionistic Fuzzy Matrices"
438,Dorothy Bloom,32.54,32.58,40.12,38.32,24.23,Ecology,38.8,Bharat ki Videsh Neeti : Chunauti aur Ranneeti,"Essential Algorithms - A Practical Approach
to Computer Algorithms Using Python and
C# P 2E"
439,Charlize Needham,46.1,44.16,60.38,47.32,35.17,Grammar,61.2,"Bhartiya Arthavyavsthechi Sankramanavastha : C.T.
kuriyen yanchya sanmanaarth nibandh",Exploratory Data Analysis Using R
440,Manuel Stevens,26.94,26.38,27.53,36.39,24.66,Mathematics,39.6,"Bhartiya Arthvyawastha ka Sankaraman Kaal : C T Kurian ke
Samman mein Nibandh Sankalan","Exploring Arduino - Tools and Techniques
for Engineering Wizardry"
441,Melania Benson,93.53,89.8,98.0,77.29,88.2,Music,73.2,Business Interests and the Environmental Crisis,"Information Technology : Theory and
Practice"
442,Barry Drummond,60.32,76.43,83.43,75.94,66.72,Sociology,62.7,"Capital Market Reform in Asia : Towards Developed and
Integrated Markets in Times of Change","Keras to Kubernetes - The Journey Of A
Machine Learning Model To Production"
443,Maggie Malone,51.16,59.72,80.47,73.99,78.16,Geography,61.7,"Cash, Corruption and Economic Development","Multimodal Biometrics and Intelligent
Image Processing for Security Systems"
444,Louise Kidd,55.02,63.44,71.9,62.38,66.24,German,42.9,"Caste-Based Reservations and Human Development in
India",Networking Fundamentals
445,Mike Davies,44.44,53.87,34.96,38.62,37.77,Speech,42.2,Central Banking in Turbulent Times,"Neural Networks and Deep Learning: A
Textbook"
446,Bob Richards,62.01,74.65,53.09,55.38,68.87,Speech,92.7,"China and India : History, Culture, Cooperation and
Competition","Practical Java Programming for IoT, AI, and
Blockchain"
447,Russel Nurton,47.03,71.37,57.6,43.14,59.28,Speech,44.5,Cities and Public Policy : An Urban Agenda for India,Python Machine Learning
448,Ciara Exton,48.69,42.5,46.96,53.67,48.95,Ecology,52.7,,"Research Advances in the Integration of Big
Data and Smart Computing"
449,Jacob Gilmour,64.37,58.97,58.6,60.75,64.17,History,41.2,"Contemporary Practices of Mahatma Gandhi National
Rural Employment Guarantee Scheme : Insights from
Districts",Schaum’s Outline of Computer Graphics
450,Penny Ward,61.91,65.83,70.01,69.41,64.78,Spanish,53.2,"Contemporary Topics in Finance - A Collection of Literature
Surveys","Schaum’s Outline of Fundamentals of SQL
Programming"
451,Maya Stevenson,52.25,68.54,59.91,60.46,61.05,Art,43.0,"Corporate Reputation and Social Activism : Strategic
Interaction, Firm Behavior, and Social Welfare","Schaum's Easy Outlines: Programming With
Java"
452,Meredith Rixon,36.79,42.07,40.4,52.6,27.16,History,52.9,Creative Globalization,Schaum's Easy Outlines: XML
453,Leanne Rogan,41.53,44.68,41.57,38.25,37.55,Geography,71.2,"Dainik Jeevan Mein Arthshastra : Vikas Ke Kshetra Me
Karyrat Peshevaron Ke Liye Saral Margdarshika",Schaum's Outline of Computer Architecture
454,Marjorie Connell,55.99,59.69,67.52,53.97,50.04,French,68.9,Dalits in Modern India : Vision and Values,"Schaum's Outline Of Fundamentals Of
Relational Databases"
455,Ron Lyon,83.67,83.7,82.18,69.95,80.58,Design and technology,67.9,"Decentralization, Forests and Rural Communities : Policy
Outcomes in Southeast Asia","Schaum's Outline of Principles of Computer
Science"
456,Liv Kerr,30.33,38.76,31.8,33.03,31.68,Basic Math,24.3,"Democratizing Development :
Social Justice in India",Schaum's Outline of Visual Basic
457,Judith Hastings,39.39,58.18,39.79,39.89,40.33,Instrumental Music,56.6,Demonetisation : A means to an End?,"Semantic-Based Visual Information
Retrieval"
458,Gabriel Jenkins,57.83,58.99,56.71,64.07,53.18,Latin,49.2,Development and Distribution,Software Evolution with UML and XML
459,Kieth Simpson,49.44,58.33,54.45,60.44,55.09,Design and technology,50.4,"Development Under Stress : Sri Lankan Economy in
Transition","The Nine Old Men: Lessons, Techniques,
and Inspiration from Disney's Great
Animators"
460,Eduardo Rigg,39.97,46.03,61.98,53.19,48.23,Geography,66.5,Developmentalism as Strategy,"Verification, Validation and Testing in
Software Engineering"
461,Hanna Durrant,82.31,94.35,93.19,88.51,79.94,Accounting,98.9,"Diminishing Returns at Work : The Consequences of Long
Working Hours",Title
462,Carina Osmond,64.24,61.86,76.35,59.39,56.69,Physical Education,49.0,Econometric Analysis: International Edition,"Advanced Applications and Structures in
XML Processing: Label Streams, Semantics
Utilization and Data Query Technologies"
463,Camellia Bullock,44.73,45.09,40.85,41.56,39.46,Basic Math,50.4,Economic Democracy through Pro Poor Growth,"Advances in Machine Learning Applications
in Software Engineering"
464,Erica Franks,37.06,33.62,39.13,42.09,25.49,Latin,42.1,"Economic Growth with Social Justice : Collected Writings of
Mahbub ul Haq","Advances in UML and XML-Based Software
Evolution"
465,Hayden Williams,50.45,62.32,49.1,59.31,38.78,LOGIC,62.4,"Economic Reforms in India and China : Emerging Issues and
Challenges",An Introduction to Machine Learning
466,Denis Fleming,83.41,90.01,80.53,84.59,84.51,LOGIC,80.6,"Economics in Action : An Easy Guide for Development
Practitioners","Artificial Intelligence Applications for
Improved Software Engineering
Development: New Prospects"
467,Maxwell Ashwell,60.43,57.07,71.58,70.04,55.04,Speech,53.2,Embodying Integral Development : A Holistic Approach,"Bayesian Network Technologies:
Applications and Graphical Models"
468,Eden Dyson,23.23,28.53,38.86,21.61,33.97,German,43.6,Title,"Behavior Trees in Robotics and AI : An
Introduction"
469,Erick Nelson,39.83,41.7,42.73,34.77,46.85,Art,52.2,"A Concise Handbook of the Indian Economy in the 21st
Century",Big Data : A Tutorial-Based Approach
470,Sonya Mcnally,49.65,57.12,68.28,55.53,46.63,American Literature,55.5,"A Population History of India : From the First Modern
People to the Present Day","Cryptography Apocalypse - Preparing for
the Day When Quantum Computing Breaks
Today's Crypto Edition 1"
471,Noemi Knight,65.88,82.23,82.73,78.32,65.91,Dramatics,48.7,A Research on China’s Economic Growth Potential,"Deep Learning in Natural Language
Processing"
472,Alexander Kelly,53.14,70.19,61.96,66.23,40.44,Economics,80.4,Agriculture in Developing Countries : Technology Issues,"Diagnostic Test Approaches to Machine
Learning and Commonsense Reasoning
Systems"
473,Emma Oldfield,50.4,72.99,61.29,68.02,42.08,Basic Math,69.9,An Introduction to Econometric Theory,"Digital Image Watermarking : Theoretical
and Computational Advances"
474,Manuel Roberts,83.62,80.64,84.07,67.61,67.21,Trigonometry,75.6,"Analysing Social Opposition to Reforms : The Electricity
Sector in India",E-Book Fortan For Scientist & Engineering
475,Harry Nurton,70.2,74.91,98.0,82.48,74.69,Modern Literature,54.7,Analytical Political Economy,"Emerging Research on Applied Fuzzy Sets
and Intuitionistic Fuzzy Matrices"
476,Alessandra Curtis,58.32,40.65,47.77,54.58,52.32,Spanish,58.9,"Arthik Sudhar aur Samajik Apvarjan : Bhaarat Mein
Upekshit Samuhon Par Udareekaran Ka Prabhav","Essential Algorithms - A Practical Approach
to Computer Algorithms Using Python and
C# P 2E"
477,Kaylee Jenkin,77.49,71.02,52.39,55.09,58.45,Mathematics,62.1,Ascent and Decline of Native and Colonial Trading,Exploratory Data Analysis Using R
478,Mina Reynolds,46.99,47.38,46.97,56.42,48.28,Ancient Civilizations,51.9,"Banking and Finance: Theory, Law & Practice","Exploring Arduino - Tools and Techniques
for Engineering Wizardry"
479,Lexi Uttley,44.32,52.72,44.67,50.59,42.76,Design and technology,40.0,"Beyond Gandhian Economics : Towards a Creative
Deconstruction","Information Technology : Theory and
Practice"
480,Rosalie Quinton,61.97,79.57,70.52,67.68,66.37,History,78.2,"Beyond Relocation : The Imperative of Sustainable
Resettlement","Keras to Kubernetes - The Journey Of A
Machine Learning Model To Production"
481,Julius Gilmore,29.29,54.6,48.67,29.46,38.97,Music,65.3,Bharat 2050 : Sthayi Samriddhi ki Yojana,"Multimodal Biometrics and Intelligent
Image Processing for Security Systems"
482,Marie Ellison,60.87,62.48,68.56,61.53,61.34,Language Arts,70.1,Bharat ki Videsh Neeti : Chunauti aur Ranneeti,Networking Fundamentals
483,Judith Oatway,51.68,64.02,53.55,65.72,67.17,LOGIC,81.3,"Bhartiya Arthavyavsthechi Sankramanavastha : C.T.
kuriyen yanchya sanmanaarth nibandh","Neural Networks and Deep Learning: A
Textbook"
484,Candace Parker,66.02,75.29,88.42,78.86,63.0,Instrumental Music,82.3,"Bhartiya Arthvyawastha ka Sankaraman Kaal : C T Kurian ke
Samman mein Nibandh Sankalan","Practical Java Programming for IoT, AI, and
Blockchain"
485,Miriam Lloyd,29.36,50.18,58.55,45.42,43.65,French,48.9,Business Interests and the Environmental Crisis,Python Machine Learning
486,Robyn Benson,51.95,65.2,51.02,61.18,64.68,Latin,64.7,"Capital Market Reform in Asia : Towards Developed and
Integrated Markets in Times of Change","Research Advances in the Integration of Big
Data and Smart Computing"
487,Percy Dixon,54.27,53.18,56.45,66.87,49.49,Ecology,62.6,"Cash, Corruption and Economic Development",Schaum’s Outline of Computer Graphics
488,Dasha Dickson,83.24,69.48,86.19,75.75,72.51,Basic Math,93.1,"Caste-Based Reservations and Human Development in
India","Schaum’s Outline of Fundamentals of SQL
Programming"
489,Benny Cassidy,38.71,47.99,66.99,52.75,35.93,Modern Literature,56.4,"Employment and Labour Market in Northeast India:
Interrogating Structural Changes","Schaum's Easy Outlines: Programming With
Java"
490,Celia Robinson,51.77,38.88,40.71,47.43,38.41,Music,32.0,"Employment and Unemployment in India : Emerging
Tendencies During the Post-Reform Period",Schaum's Easy Outlines: XML
491,Barry Barrett,70.89,64.14,72.84,64.38,71.28,Physical Education,51.1,"Environment and Development : Essays in Honour of Dr U.
Sankar",Schaum's Outline of Computer Architecture
492,Robyn Wilson,44.91,41.34,48.58,66.69,43.15,Ecology,53.8,Environment and Fiscal Reforms in India,"Schaum's Outline Of Fundamentals Of
Relational Databases"
493,Rosalie Graham,32.31,41.76,39.25,42.52,25.86,LOGIC,46.5,"Environmental Accounting, Sustainability and
Accountability","Schaum's Outline of Principles of Computer
Science"
494,Molly Goldsmith,71.65,68.05,77.02,87.54,87.31,Ecology,53.0,Environmental Economics and Sustainability,Schaum's Outline of Visual Basic
495,Chloe Ashley,78.03,61.89,76.85,63.34,68.29,Accounting,53.0,Essential Mathematics for Economic Analysis,"Semantic-Based Visual Information
Retrieval"
496,Bart Haines,18.0,18.0,18.91,18.0,18.0,Art,19.9,Evolution of Banking System in India since 1900,Software Evolution with UML and XML
497,Chad Miller,48.62,50.37,50.22,49.95,47.69,Accounting,33.6,"Finance and Financial Intermediation : A Modern
Treatment of Money, Credit, and Banking","The Nine Old Men: Lessons, Techniques,
and Inspiration from Disney's Great
Animators"
498,Tess Kennedy,35.96,40.53,45.87,41.76,24.83,Speech,41.0,"Financial Intermediation in a Less Developed Economy :
The History of the United Bank of India
Financing Cities : Fiscal Responsibility and Urban","Verification, Validation and Testing in
Software Engineering"
499,Harvey Poole,70.44,75.22,73.87,67.74,65.73,Trigonometry,67.1,"Infrastructure in Brazil, China, India, Poland and SouthAfrica","Infrastructure in Brazil, China, India, Poland and Southafrica"
500,Martin Ranks,86.95,84.33,83.38,75.94,75.0,Geography,94.5,"Fiscal Consolidation, Budget Deficits and the Macro
Economy",Schaum's Easy Outlines: Programming With java
